CustomerID,Region,TownSize,Gender,Age,EducationYears,JobCategory,UnionMember,EmploymentLength,Retired,HHIncome,DebtToIncomeRatio,CreditDebt,OtherDebt,LoanDefault,MaritalStatus,HouseholdSize,NumberPets,NumberCats,NumberDogs,NumberBirds,HomeOwner,CarsOwned,CarOwnership,CarBrand,CarValue,CommuteTime,PoliticalPartyMem,Votes,CreditCard,CardTenure,CardItemsMonthly,CardSpendMonth,ActiveLifestyle,PhoneCoTenure,VoiceLastMonth,VoiceOverTenure,EquipmentRental,EquipmentLastMonth,EquipmentOverTenure,CallingCard,WirelessData,DataLastMonth,DataOverTenure,Multiline,VM,Pager,Internet,CallerID,CallWait,CallForward,ThreeWayCalling,EBilling,TVWatchingHours,OwnsPC,OwnsMobileDevice,OwnsGameSystem,OwnsFax,NewsSubscriber,age_generations,education_level,income_class,monthly_tele_spending_ratio,data_equip_voice_sum,credit_debt_actual,other_debt_actual,total_debt,voice_to_total_ratio,equipment_to_total_ratio,data_to_total_ratio,tv_watching_level
4762-JUOWXR-8QY,Midwest,medium,Male,38,10,Crafts,No,13,No,33000,12.7,0.808863,3.382137,No,Unmarried,1,7,1,0,0,1,1,Lease,Domestic,19100,31,Yes,Yes,Mast,20,8,1920,Yes,54,29.7,501.7,No,0,0,Yes,No,0,0,Yes,No,No,No,No,No,No,No,Yes,18,No,Yes,Yes,No,Yes,Millennials,Less Than High School,LowerMiddle,0.01546875,29.7,80886.3,338213.7,419100,1,0,0,Medium
9708-FSIKUI-JFI,West,large,Female,22,17,Professional,No,0,No,38000,12.2,1.863672,2.772328,Yes,Unmarried,1,6,0,2,1,0,0,NA,NA,1000,29,Yes,Yes,Mast,3,15,4440.2,Yes,3,4.35,13.75,No,0,0,Yes,Yes,20.2,44.9,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,29,Yes,Yes,Yes,Yes,No,Gen Z,Bachelors,LowerMiddle,0.00552903,24.55,186367.2,277232.8,463600,0.177189409,0,0.822810591,High
0058-NUPJBB-SDR,Midwest,medium,Male,37,9,Sales,No,4,No,17000,4.8,0.147696,0.668304,No,Unmarried,1,0,0,0,0,0,3,Own,Domestic,7800,33,No,No,Visa,9,9,1554.2,Yes,20,10.5,56.85,No,0,0,No,No,0,0,No,No,No,No,No,No,No,No,No,20,No,Yes,No,No,No,Millennials,Less Than High School,LowerClass,0.006755887,10.5,14769.6,66830.4,81600,1,0,0,Medium
8005-GCRAEK-7S8,Northeast,very_small,Male,18,13,Sales,Yes,0,No,13000,8,0.63128,0.40872,No,Unmarried,1,0,0,0,0,1,2,Own,Foreign,5400,21,Yes,No,AMEX,0,10,1656.1,Yes,9,24.3,52.5,No,0,0,Yes,Yes,25.05,218.5,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,27,Yes,No,Yes,Yes,Yes,Gen Z,Some College,LowerClass,0.029798925,49.35,63128,40872,104000,0.492401216,0,0.507598784,High
5713-ZRRCBM-56K,Southwest,very_small,Male,44,20,Sales,No,2,No,112000,3,0.61488,2.74512,No,Unmarried,1,2,0,0,2,1,3,Own,Domestic,48900,25,No,No,Disc,13,7,3445.3,No,29,17.7,152.45,No,0,0,No,No,0,0,No,No,No,No,Yes,No,No,No,No,27,Yes,No,No,No,No,Gen X,Professional or Doctorate,UpperMiddle,0.005137434,17.7,61488,274512,336000,1,0,0,High
5706-PAKUIT-KGH,Southwest,very_small,Female,19,13,Professional,No,0,No,17000,2.3,0.170085,0.220915,No,Married,7,0,0,0,0,1,2,Lease,Foreign,6900,23,Yes,Yes,Disc,1,5,758.4,No,4,17.55,19.95,No,0,0,No,No,0,0,No,No,No,Yes,No,No,No,No,Yes,14,Yes,No,No,No,No,Gen Z,Some College,LowerClass,0.023140823,17.55,17008.5,22091.5,39100,1,0,0,Medium
3033-CMSSLJ-7E4,Southeast,very_small,Male,22,17,Sales,Yes,0,No,23000,5.8,0.194764,1.139236,No,Unmarried,2,3,2,1,0,1,1,Own,Domestic,16600,20,No,Yes,Mast,5,15,1555.1,Yes,9,11.55,34.2,Yes,44.3,354.6,Yes,Yes,43.4,302.8,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,No,10,Yes,No,Yes,Yes,No,Gen Z,Bachelors,LowerClass,0.063822262,99.25,19476.4,113923.6,133400,0.116372796,0.446347607,0.437279597,Low
8997-BEPDQM-H4M,Southwest,medium,Female,59,13,Sales,No,4,No,33000,11.3,2.054679,1.674321,No,Married,2,0,0,0,0,1,0,NA,NA,1000,26,No,No,Visa,16,17,3974.4,No,41,47.85,662.35,No,0,0,Yes,No,0,0,No,No,No,No,Yes,No,No,No,No,17,No,No,No,No,Yes,Gen X,Some College,LowerMiddle,0.012039553,47.85,205467.9,167432.1,372900,1,0,0,Medium
6853-DEAQOX-JP7,Southeast,very_small,Male,54,14,Professional,Yes,11,No,78000,0.3,0.052884,0.181116,No,Unmarried,1,16,1,0,0,0,3,Lease,Domestic,42600,26,No,No,Disc,4,10,3124,No,14,31.5,149.85,Yes,36.35,480.55,Yes,Yes,30.9,409.3,No,Yes,Yes,,Yes,Yes,Yes,Yes,No,21,Yes,Yes,No,No,No,Gen X,Some College,MiddleClass,0.031610115,98.75,5288.4,18111.6,23400,0.318987342,0.368101266,0.312911392,Medium
8688-HWWSCW-P1A,West,large,Female,24,17,Sales,No,0,No,27000,28.7,2.94462,4.80438,Yes,Married,4,8,1,0,0,1,1,Own,Domestic,14700,24,No,Yes,Othe,6,10,2406.3,No,28,31.2,281.35,No,0,0,Yes,No,0,0,No,No,No,No,No,Yes,Yes,No,No,21,No,No,Yes,No,Yes,Gen Z,Bachelors,LowerClass,0.012965964,31.2,294462,480438,774900,1,0,0,Medium
4562-HTBBAD-DX3,Southeast,small,Male,46,21,Sales,No,1,No,32000,4.4,0.180224,1.227776,No,Unmarried,1,5,3,2,0,1,2,Own,Foreign,17200,21,Yes,No,Disc,19,13,1791.1,No,37,26.55,318.65,No,0,0,Yes,Yes,26.55,993.7,No,No,Yes,,Yes,Yes,Yes,No,No,14,Yes,No,Yes,No,No,Gen X,Professional or Doctorate,LowerMiddle,0.029646586,53.1,18022.4,122777.6,140800,0.5,0,0.5,Medium
6897-GWVNOA-98A,Southwest,small,Female,28,19,Sales,No,0,No,53000,12.5,0.867875,5.757125,Yes,Unmarried,4,2,1,0,0,0,3,Own,Domestic,19200,32,Yes,No,AMEX,4,6,3223.4,Yes,9,21.9,52.3,Yes,28.05,218.45,No,No,0,0,Yes,No,No,,No,No,No,No,Yes,15,Yes,Yes,Yes,No,No,Millennials,Masters,LowerMiddle,0.01549606,49.95,86787.5,575712.5,662500,0.438438438,0.561561562,0,Medium
3440-KUBHBQ-96N,Southeast,very_small,Male,47,9,Professional,No,7,No,33000,15.1,1.524798,3.458202,No,Married,4,3,1,2,0,1,2,Own,Foreign,8000,26,Yes,No,Visa,15,7,2037.7,No,30,35.4,332.6,Yes,26.8,689.6,No,Yes,22.95,644.6,Yes,No,No,No,Yes,No,Yes,Yes,No,23,Yes,Yes,Yes,Yes,Yes,Gen X,Less Than High School,LowerMiddle,0.041787309,85.15,152479.8,345820.2,498300,0.415736935,0.314738696,0.269524369,Medium
6334-TMKRLS-3XA,Midwest,very_large,Female,49,14,Professional,No,14,No,181000,7.8,2.32947,11.78853,Yes,Unmarried,1,7,0,0,0,1,2,Own,Domestic,87600,23,No,No,Visa,26,6,1170.1,No,62,67.35,1412,Yes,51.2,3134.2,Yes,Yes,54.7,3421.75,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,17,Yes,Yes,Yes,No,Yes,Gen X,Some College,UpperClass,0.148064268,173.25,232947,1178853,1411800,0.388744589,0.295526696,0.315728716,Medium
1086-LSGBOF-OSW,Midwest,medium,Male,31,16,Professional,No,5,No,60000,1.6,0.61728,0.34272,No,Married,3,11,0,0,1,1,2,Lease,Domestic,24000,28,No,No,AMEX,13,12,14068.6,Yes,46,23.1,363.15,Yes,51.45,2435.9,Yes,Yes,41.05,1862.65,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,25,Yes,Yes,Yes,Yes,No,Millennials,Bachelors,MiddleClass,0.00821688,115.6,61728,34272,96000,0.19982699,0.445069204,0.355103806,High
7185-UHYXBX-9G6,Southwest,small,Female,32,18,Service,No,4,No,72000,27.6,5.981472,13.890528,Yes,Married,4,7,0,1,0,1,1,Own,Foreign,40100,28,Yes,Yes,Disc,8,15,5611.8,Yes,17,19.95,160.3,No,0,0,No,No,0,0,No,No,No,No,No,No,No,No,No,20,No,Yes,No,No,Yes,Millennials,Masters,MiddleClass,0.003555009,19.95,598147.2,1389052.8,1987200,1,0,0,Medium
6353-PVDNLB-5LI,Midwest,medium,Male,31,14,Crafts,No,8,No,68000,1.7,0.568752,0.587248,No,Unmarried,3,3,0,3,0,0,1,Own,Foreign,55800,27,Yes,Yes,Visa,8,11,2252.5,Yes,24,14.1,95.8,No,0,0,Yes,No,0,0,No,No,Yes,No,Yes,Yes,Yes,Yes,No,29,Yes,No,No,No,No,Millennials,Some College,MiddleClass,0.006259711,14.1,56875.2,58724.8,115600,1,0,0,High
8250-GXNUXR-28A,West,very_large,Female,67,16,Sales,No,5,Yes,20000,4.2,0.31416,0.52584,No,Unmarried,1,0,0,0,0,0,2,Lease,Domestic,9900,24,Yes,Yes,Disc,26,18,4241.7,No,50,78.45,1215.15,Yes,33.7,1619.75,Yes,Yes,32.85,1510.3,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,13,Yes,Yes,Yes,No,No,Boomers,Bachelors,LowerClass,0.034184407,145,31416,52584,84000,0.541034483,0.232413793,0.226551724,Medium
0109-POJOQC-B1R,West,small,Female,25,20,Sales,Yes,0,No,39000,17.2,1.562964,5.145036,No,Unmarried,1,0,0,0,0,0,6,Own,Domestic,15900,31,No,No,AMEX,1,14,3284.7,No,5,13.5,24.3,Yes,40.2,149.95,Yes,Yes,23,79.05,Yes,Yes,Yes,,Yes,Yes,Yes,No,Yes,29,Yes,Yes,Yes,Yes,No,Gen Z,Professional or Doctorate,LowerMiddle,0.023350687,76.7,156296.4,514503.6,670800,0.17601043,0.524119948,0.299869622,High
2976-TTQMQV-BAM,Southwest,medium,Female,65,12,Crafts,No,22,Yes,11000,4.9,0.04312,0.49588,No,Unmarried,1,8,1,1,0,0,2,Own,Domestic,7900,27,Yes,No,Mast,3,11,2164.9,Yes,13,13.95,71.1,No,0,0,No,No,0,0,No,No,No,No,No,No,No,No,No,17,No,No,No,No,No,Boomers,Professional or Doctorate,LowerClass,0.006443716,13.95,4312,49588,53900,1,0,0,Medium
6005-AUAQYW-6VK,Southwest,medium,Female,45,13,Professional,No,12,No,70000,8.6,0.9632,5.0568,No,Unmarried,1,5,0,0,0,0,2,Own,Domestic,29900,18,No,Yes,Mast,27,10,2141.8,Yes,57,46.5,914.9,No,0,0,Yes,No,0,0,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,21,Yes,No,No,No,Yes,Gen X,Some College,MiddleClass,0.021710711,46.5,96320,505680,602000,1,0,0,Medium
9576-VRMWTE-K56,Southeast,medium,Female,61,22,Sales,No,3,No,58000,14.7,5.831784,2.694216,No,Unmarried,3,0,0,0,0,1,2,Own,Foreign,32200,28,Yes,Yes,Disc,14,7,1597.1,No,26,19.35,194.45,Yes,39.5,983,Yes,Yes,46.25,1144.75,Yes,Yes,Yes,,No,Yes,Yes,No,Yes,20,Yes,No,No,No,No,Boomers,Professional or Doctorate,LowerMiddle,0.065806775,105.1,583178.4,269421.6,852600,0.184110371,0.37583254,0.440057088,Medium
5672-DYYCWZ-LID,Northeast,very_large,Male,38,15,Crafts,No,8,No,21000,10.1,0.462378,1.658622,No,Unmarried,1,0,0,0,0,0,1,Own,Foreign,11700,25,Yes,Yes,Visa,20,8,1961.5,Yes,31,24.15,261.9,No,0,0,Yes,No,0,0,No,No,No,,No,No,No,No,No,17,Yes,Yes,No,No,No,Millennials,Some College,LowerClass,0.012312006,24.15,46237.8,165862.2,212100,1,0,0,Medium
3115-GFMPEZ-6GZ,Southeast,large,Male,48,17,Professional,Yes,8,No,81000,2.7,1.428111,0.758889,No,Married,5,7,3,2,0,1,1,Own,Foreign,31600,19,Yes,No,Disc,28,8,5175.2,No,61,80.4,1666,Yes,28.9,1737.4,Yes,No,0,0,No,No,No,No,Yes,No,No,No,No,23,No,No,No,No,Yes,Gen X,Bachelors,MiddleClass,0.021119957,109.3,142811.1,75888.9,218700,0.735590119,0.264409881,0,Medium
9033-SEWBOI-ZIO,West,very_large,Female,30,17,Sales,No,0,No,27000,11.4,1.01574,2.06226,Yes,Unmarried,1,10,1,0,0,0,3,Own,Foreign,20300,23,No,Yes,Disc,12,9,2343.1,Yes,30,35.4,314.85,Yes,22.7,704.3,No,No,0,0,No,No,No,,No,No,No,No,Yes,17,Yes,Yes,Yes,No,Yes,Millennials,Bachelors,LowerClass,0.02479621,58.1,101574,206226,307800,0.60929432,0.39070568,0,Medium
1178-AUDRUI-EYS,Midwest,small,Male,33,15,Professional,Yes,3,No,32000,3.9,0.495456,0.752544,No,Unmarried,2,4,0,0,2,1,1,Own,Domestic,16500,33,Yes,No,Mast,15,13,3343.4,Yes,35,33.6,426.9,Yes,22.6,790.15,Yes,No,0,0,Yes,Yes,No,,No,No,No,No,Yes,18,Yes,Yes,Yes,No,Yes,Millennials,Some College,LowerMiddle,0.016809236,56.2,49545.6,75254.4,124800,0.597864769,0.402135231,0,Medium
0902-XFPKFJ-KQS,West,very_large,Female,53,12,Service,No,14,No,70000,2.7,1.3797,0.5103,No,Unmarried,4,5,0,0,0,1,2,Own,Foreign,41700,20,Yes,Yes,Mast,22,8,1913.3,Yes,46,33.6,469,No,0,0,Yes,No,0,0,No,No,No,Yes,No,No,No,No,No,21,Yes,Yes,No,No,Yes,Gen X,Professional or Doctorate,MiddleClass,0.017561282,33.6,137970,51030,189000,1,0,0,Medium
0658-OLLRSH-UUO,Southwest,large,Male,37,15,Professional,No,10,No,78000,17.1,3.441204,9.896796,No,Married,4,1,0,1,0,0,2,Own,Domestic,34800,27,Yes,Yes,Visa,19,10,4187.5,Yes,46,15.75,242.7,No,0,0,Yes,Yes,88,4029.8,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,18,Yes,No,Yes,Yes,No,Millennials,Some College,MiddleClass,0.024776119,103.75,344120.4,989679.6,1333800,0.151807229,0,0.848192771,Medium
1573-VSPRQK-B8S,Southeast,large,Male,43,9,Professional,No,13,No,59000,12.1,3.412442,3.726558,No,Married,5,3,2,1,0,0,6,Own,Domestic,33200,28,No,No,Mast,25,4,1138.5,No,69,73.65,1720.2,No,0,0,Yes,No,0,0,No,No,No,No,No,No,No,No,No,25,No,No,No,No,Yes,Millennials,Less Than High School,MiddleClass,0.064690382,73.65,341244.2,372655.8,713900,1,0,0,High
6410-JGRRMS-KND,West,very_large,Male,68,13,Service,No,31,Yes,32000,20.7,0.351072,6.272928,No,Married,2,8,0,0,0,1,4,Own,Foreign,19800,28,Yes,Yes,Disc,37,3,511.3,No,72,78.6,1877.4,No,0,0,Yes,No,0,0,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,19,Yes,No,No,No,Yes,Boomers,Some College,LowerMiddle,0.153725797,78.6,35107.2,627292.8,662400,1,0,0,Medium
2291-UOARYI-VX8,West,very_small,Male,37,12,Labor,No,12,No,37000,16,1.27872,4.64128,No,Unmarried,1,4,0,0,0,1,2,Lease,Domestic,15900,24,No,No,Mast,14,11,4028,No,26,23.55,172.05,No,0,0,No,No,0,0,Yes,No,No,No,No,No,No,No,No,16,No,No,No,No,No,Millennials,Professional or Doctorate,LowerMiddle,0.005846574,23.55,127872,464128,592000,1,0,0,Medium
5678-EFOIAI-6JV,West,large,Male,45,10,Sales,No,4,No,27000,15.3,0.272646,3.858354,No,Unmarried,1,0,0,0,0,1,2,Own,Foreign,14500,26,No,Yes,Mast,23,18,5504.3,No,38,19.8,272.2,No,0,0,No,No,0,0,No,No,No,No,Yes,No,Yes,No,No,20,No,No,No,No,No,Gen X,Less Than High School,LowerClass,0.003597188,19.8,27264.6,385835.4,413100,1,0,0,Medium
9560-IRZYCB-5MA,Southeast,very_large,Male,76,8,Labor,No,22,Yes,9000,7.7,0.178101,0.514899,No,Married,2,1,1,0,0,1,1,Lease,Foreign,2300,21,Yes,Yes,Disc,20,1,145,No,43,35.4,502.4,No,0,0,Yes,No,0,0,No,No,No,No,Yes,Yes,Yes,No,No,20,No,No,No,No,Yes,Boomers,Less Than High School,LowerClass,0.18695666,35.4,17810.1,51489.9,69300,1,0,0,Medium
9091-USJPYF-5PF,Midwest,very_large,Male,24,13,Sales,No,1,No,16000,7.1,0.10792,1.02808,Yes,Unmarried,1,0,0,0,0,0,1,Own,Foreign,7000,31,Yes,Yes,Visa,4,6,1672.3,No,9,7.05,36.15,No,0,0,No,No,0,0,No,No,No,,No,No,No,No,No,22,Yes,No,No,No,No,Gen Z,Some College,LowerClass,0.004215751,7.05,10792,102808,113600,1,0,0,Medium
3863-HKQWZX-97H,Midwest,very_large,Male,49,14,Crafts,Yes,20,No,85000,0.6,0.3213,0.1887,No,Married,6,7,0,0,0,1,1,Own,Domestic,33800,31,Yes,Yes,AMEX,27,7,6875.6,No,49,23.25,393.65,No,0,0,Yes,Yes,35.35,1643,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,27,No,Yes,No,Yes,No,Gen X,Some College,MiddleClass,0.008522893,58.6,32130,18870,51000,0.396757679,0,0.603242321,High
3560-TIKMPJ-4NV,Southwest,medium,Female,35,16,Professional,No,2,No,41000,10.8,1.137996,3.290004,No,Married,3,0,0,0,0,1,2,Own,Foreign,17600,24,No,Yes,Mast,18,11,3605.4,Yes,40,29.7,387.05,Yes,31.1,1209.1,Yes,No,0,0,Yes,No,No,,No,No,No,No,Yes,16,Yes,Yes,Yes,No,No,Millennials,Bachelors,LowerMiddle,0.016863593,60.8,113799.6,329000.4,442800,0.488486842,0.511513158,0,Medium
7284-DCWJJM-V71,Midwest,small,Male,22,10,Labor,No,3,No,20000,4.4,0.01144,0.86856,Yes,Married,6,9,1,0,0,1,3,Own,Foreign,10300,25,No,Yes,Disc,4,5,880,Yes,29,31.2,292.35,No,0,0,Yes,No,0,0,No,No,No,No,No,No,No,No,No,19,No,No,No,No,Yes,Gen Z,Less Than High School,LowerClass,0.035454545,31.2,1144,86856,88000,1,0,0,Medium
7052-KBBNSY-Y68,Midwest,small,Male,30,20,Sales,No,0,No,90000,2.4,0.702,1.458,Yes,Unmarried,4,0,0,0,0,1,5,Own,Foreign,25300,19,No,No,AMEX,12,14,9324.1,Yes,34,45.75,472.65,Yes,43.7,1443.95,Yes,Yes,44.6,1493.1,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,20,Yes,Yes,Yes,Yes,No,Millennials,Professional or Doctorate,MiddleClass,0.014376723,134.05,70200,145800,216000,0.341290563,0.325997762,0.332711675,Medium
6961-EUBTGU-KQY,Southeast,large,Male,47,14,Service,Yes,16,No,53000,12.9,3.295434,3.541566,No,Unmarried,1,5,2,3,0,1,3,Own,Domestic,26500,33,No,Yes,Disc,29,11,2254.3,No,71,174,4010.45,No,0,0,Yes,No,0,0,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,17,Yes,No,Yes,No,Yes,Gen X,Some College,LowerMiddle,0.077185823,174,329543.4,354156.6,683700,1,0,0,Medium
9628-QSSBHI-RP8,Southwest,very_small,Male,51,19,Professional,No,9,No,81000,9.8,3.183138,4.754862,Yes,Unmarried,2,12,1,0,0,0,2,Own,Foreign,42300,16,No,Yes,Visa,8,13,5462.2,No,18,21.45,106.55,No,0,0,Yes,No,0,0,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,15,Yes,No,Yes,No,No,Gen X,Masters,MiddleClass,0.003926989,21.45,318313.8,475486.2,793800,1,0,0,Medium
6305-ZYYSKB-Q3G,Southeast,very_large,Male,32,18,Sales,No,1,No,35000,17.8,0.55447,5.67553,No,Unmarried,1,0,0,0,0,1,0,NA,NA,1000,17,No,No,AMEX,7,11,7808.7,No,15,17.25,68.9,Yes,48.25,705,Yes,Yes,38.45,571.4,No,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,15,Yes,Yes,No,Yes,Yes,Millennials,Masters,LowerMiddle,0.013312075,103.95,55447,567553,623000,0.165945166,0.464165464,0.36988937,Medium
7137-LHCYAA-FC8,Southeast,medium,Female,42,13,Agriculture,No,16,No,76000,11.4,4.167384,4.496616,No,Married,3,4,2,0,2,1,4,Own,Foreign,38300,31,No,Yes,Mast,18,16,6087.8,No,42,53.7,787.5,No,0,0,Yes,Yes,27.95,1074.75,Yes,No,No,No,No,No,Yes,Yes,No,19,Yes,Yes,Yes,No,No,Millennials,Some College,MiddleClass,0.01341207,81.65,416738.4,449661.6,866400,0.657685242,0,0.342314758,Medium
8898-CEIFEZ-5QX,Southwest,very_large,Male,21,12,Professional,No,1,No,22000,12.8,0.796928,2.019072,Yes,Unmarried,3,3,3,0,0,1,1,Own,Foreign,14600,22,No,No,AMEX,3,11,3590.8,No,44,54.9,776.3,No,0,0,Yes,No,0,0,Yes,No,No,No,Yes,No,No,No,No,20,No,Yes,No,No,Yes,Gen Z,Professional or Doctorate,LowerClass,0.015289072,54.9,79692.8,201907.2,281600,1,0,0,Medium
4713-TIORWC-XKH,Southeast,large,Female,27,14,Service,No,4,No,37000,9.1,1.191918,2.175082,Yes,Married,2,0,0,0,0,1,2,Own,Foreign,18400,28,No,No,Visa,9,15,7396.7,No,46,34.35,498.25,Yes,33.75,1519.95,Yes,No,0,0,No,No,No,,No,No,No,No,No,17,Yes,No,No,No,No,Gen Z,Some College,LowerMiddle,0.009206808,68.1,119191.8,217508.2,336700,0.504405286,0.495594714,0,Medium
7484-MQBQNQ-CLR,Southwest,large,Male,32,15,Service,No,8,No,32000,11.3,0.856992,2.759008,No,Married,4,3,0,3,0,1,3,Lease,Domestic,19000,27,Yes,No,Othe,6,4,581.9,Yes,10,18.45,45.6,No,0,0,No,No,0,0,No,No,No,Yes,No,No,No,No,No,23,Yes,Yes,No,No,No,Millennials,Some College,LowerMiddle,0.031706479,18.45,85699.2,275900.8,361600,1,0,0,Medium
2516-PWHPEI-BKY,Southeast,medium,Female,53,21,Agriculture,No,15,No,61000,7.7,2.108953,2.588047,No,Unmarried,1,1,1,0,0,0,2,Own,Domestic,29000,26,No,Yes,AMEX,13,12,2931.4,No,29,35.4,343.05,Yes,71.7,2027.5,Yes,Yes,88.9,2526.5,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,20,Yes,Yes,Yes,Yes,No,Gen X,Professional or Doctorate,MiddleClass,0.06686225,196,210895.3,258804.7,469700,0.180612245,0.365816327,0.453571429,Medium
9564-QHCBED-ADT,Southeast,very_large,Female,44,17,Professional,No,8,No,119000,23.8,11.527054,16.794946,Yes,Unmarried,1,9,3,2,0,1,1,Own,Domestic,62600,22,Yes,No,Disc,8,10,3614.9,No,10,21.9,70.15,Yes,43.25,351.65,Yes,Yes,25.5,208.55,Yes,Yes,Yes,,Yes,No,No,Yes,Yes,16,Yes,Yes,Yes,Yes,Yes,Gen X,Bachelors,UpperMiddle,0.025076766,90.65,1152705.4,1679494.6,2832200,0.241588527,0.477109763,0.28130171,Medium
8748-SLNNYV-3YQ,Northeast,large,Female,75,19,Labor,Yes,31,Yes,50000,14.7,2.31525,5.03475,No,Married,5,8,0,0,0,1,0,NA,NA,1000,28,No,Yes,Visa,35,8,2049.9,No,71,70.2,1670.6,Yes,48.5,3260.95,Yes,Yes,57.45,3839.35,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,14,Yes,No,No,No,Yes,Boomers,Masters,LowerMiddle,0.085931021,176.15,231525,503475,735000,0.398523985,0.275333523,0.326142492,Medium
2269-ZAHTST-4EO,Southwest,large,Male,33,17,Sales,No,1,No,47000,15,4.92795,2.12205,Yes,Unmarried,4,0,0,0,0,0,4,Own,Domestic,19300,22,Yes,Yes,Disc,9,14,8303.3,Yes,15,19.8,93.3,Yes,32.8,427.85,No,No,0,0,No,Yes,No,,No,Yes,Yes,Yes,No,26,Yes,No,Yes,No,No,Millennials,Bachelors,LowerMiddle,0.006334831,52.6,492795,212205,705000,0.376425856,0.623574144,0,High
8199-MEWOYU-VNN,West,large,Female,32,20,Service,No,3,No,81000,6.7,0.971433,4.455567,No,Married,4,10,0,2,0,1,2,Own,Domestic,43800,13,Yes,No,AMEX,8,9,8492.5,No,16,14.25,99.55,Yes,41.25,602.25,No,Yes,32.2,470.55,Yes,Yes,Yes,,Yes,Yes,No,Yes,Yes,18,Yes,Yes,Yes,Yes,No,Millennials,Professional or Doctorate,MiddleClass,0.010326759,87.7,97143.3,445556.7,542700,0.162485747,0.470353478,0.367160775,Medium
5075-KNERRP-GF5,Northeast,very_large,Female,29,20,Professional,Yes,1,No,35000,5.9,0.315945,1.749055,No,Unmarried,1,1,0,1,0,0,3,Own,Domestic,17300,23,No,No,Visa,4,12,3074.8,Yes,9,9.3,30.9,Yes,40.1,321.35,No,Yes,32.45,275.45,Yes,Yes,Yes,,No,No,No,No,Yes,26,Yes,Yes,Yes,Yes,No,Millennials,Professional or Doctorate,LowerMiddle,0.026619618,81.85,31594.5,174905.5,206500,0.11362248,0.489920586,0.396456933,High
3668-RNOYGG-AS5,Southeast,large,Female,61,19,Professional,No,10,No,42000,7.3,0.570276,2.495724,No,Unmarried,1,0,0,0,0,0,3,Lease,Foreign,26700,21,Yes,No,Mast,3,5,1219.9,Yes,5,15.75,28.75,Yes,40.25,177,Yes,Yes,35.7,138.65,No,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,25,Yes,Yes,Yes,No,No,Boomers,Masters,LowerMiddle,0.075170096,91.7,57027.6,249572.4,306600,0.171755725,0.438931298,0.389312977,High
6015-ASUOWY-VXJ,Midwest,large,Male,22,17,Professional,No,0,No,23000,5.2,0.772616,0.423384,No,Unmarried,1,9,0,0,0,0,0,NA,NA,1000,20,Yes,No,Visa,5,14,2920.8,Yes,8,18.45,56.2,Yes,27.05,224.7,Yes,No,0,0,No,No,No,,No,No,No,No,No,19,Yes,Yes,Yes,No,No,Gen Z,Bachelors,LowerClass,0.015577924,45.5,77261.6,42338.4,119600,0.405494505,0.594505495,0,Medium
4941-MQVIEA-MT1,Midwest,medium,Female,19,14,Sales,No,0,No,24000,10,0.5544,1.8456,Yes,Married,4,5,1,0,0,1,3,Own,Domestic,10900,17,No,No,Mast,1,11,2023.1,Yes,23,49.8,347.3,No,0,0,Yes,Yes,55.35,1193.45,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,20,Yes,Yes,Yes,Yes,Yes,Gen Z,Some College,LowerClass,0.051974692,105.15,55440,184560,240000,0.47360913,0,0.52639087,Medium
3689-QPFATZ-2YE,Southwest,very_small,Male,37,14,Labor,Yes,12,No,88000,19.1,10.185648,6.622352,Yes,Unmarried,1,6,0,0,0,1,3,Own,Domestic,52100,25,No,Yes,Disc,16,9,3782,Yes,34,15,188.7,Yes,33,1144.65,No,No,0,0,Yes,No,Yes,,No,No,Yes,No,Yes,27,Yes,Yes,Yes,No,Yes,Millennials,Some College,MiddleClass,0.012691698,48,1018564.8,662235.2,1680800,0.3125,0.6875,0,High
4749-ZOBIJU-FZH,Midwest,medium,Female,64,15,Service,No,12,No,64000,7.5,2.1888,2.6112,No,Unmarried,1,2,2,0,0,0,2,Own,Domestic,31500,24,No,Yes,Disc,5,6,3276.5,Yes,26,25.65,216,No,0,0,No,No,0,0,No,No,No,No,No,No,No,No,Yes,17,No,No,No,No,Yes,Boomers,Some College,MiddleClass,0.007828476,25.65,218880,261120,480000,1,0,0,Medium
